activation	batch_size	checkpoint_path	cv_key	depth	dropout	epoch	feature_names	gamma_mel	h10	h4	h5	h7	h8	h9	height	input_time_len_list	learning_rate	max_epochs	max_noise	model	momentum	no_save_ckpt	norm_type	optimizer	step_save_summaries	tag_label	target_height	train_acc	train_batch_result_filename	train_dir	train_loss	unique_key	username	val_set_number	valid_acc	valid_f1	valid_loss	width	bn_layers	extra_1x1_conv	focal_loss_gamma_list	l2_loss_scale	loss1_weight	loss_reduce_max_index
relu6	16.0		3e513e	13.0	0.8	0.0	['mfcc', 'melspectrogram', 'rmse']	0.88	0.5	64.0	2.0	8.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.42	CNN	0.9	0.0	0.0	rmsprop	10.0	experiment	8.0	0.5848489627242088	./log/batch_log/result_experiment.txt	train_dir	0.7257497012615204	2da7ca	user	2.0	0.6771794855594635	0.30599127236384044	0.697548896074295	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		3e513e	13.0	0.8	1.0	['mfcc', 'melspectrogram', 'rmse']	0.88	0.5	64.0	2.0	8.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.42	CNN	0.9	1.0	0.0	rmsprop	10.0	experiment	8.0	0.5539062519868215	./log/batch_log/result_experiment.txt	train_dir	0.7779475698868433		user	2.0	0.6777350306510925	0.2591006397489635	0.6978936890761057	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		ac171d	13.0	0.7000000000000002	519.0	['mfcc', 'melspectrogram', 'rmse']	0.15	0.5	32.0	2.0	8.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.55	CNN100	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9812604188919068	./log/batch_log/result_experiment.txt	train_dir	0.05916026793420315	612635	user	2.0	0.9633133113384248	0.9126329112625422	0.06544077023863792	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		ac171d	13.0	0.7000000000000002	538.0	['mfcc', 'melspectrogram', 'rmse']	0.15	0.5	32.0	2.0	8.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.55	CNN100	0.97	1.0	2.0	rmsprop	10.0	experiment	8.0	0.9857065975666046	./log/batch_log/result_experiment.txt	train_dir	0.0582124392191569		user	2.0	0.9624278942743936	0.9100495413806838		1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		a270d6	13.0	0.8	296.0	['mfcc', 'melspectrogram', 'rmse']	0.81	2.0	32.0	1.0	64.0	0.5	16.0	8.0	1024.0	0.001	1500.0	0.5	CNN100	0.97	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9788541793823242	./log/batch_log/result_experiment.txt	train_dir	0.059815723448991776	8b84c8	user	2.0	0.9647516012191772	0.9225471696933414	0.06659773364663124	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		a270d6	13.0	0.8	480.0	['mfcc', 'melspectrogram', 'rmse']	0.81	2.0	32.0	1.0	64.0	0.5	16.0	8.0	1024.0	0.001	1500.0	0.5	CNN100	0.97	1.0	1.0	rmsprop	10.0	experiment	8.0	0.9786371638377508	./log/batch_log/result_experiment.txt	train_dir	0.06005961882571378		user	2.0	0.9640598297119141	0.9217144491860856	0.06691833585500717	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		916eb2	13.0	0.5	70.0	['mfcc', 'melspectrogram', 'rmse']	0.28	1.0	16.0	0.5	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.4	CNN100	0.95	0.0	3.0	adam	10.0	experiment	8.0	0.9744270741939544	./log/batch_log/result_experiment.txt	train_dir	0.06116635771468281	035b8d	user	1.0	0.9646874964237212	0.916941982153317	0.06521497666835785	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		6c8bc0	13.0	0.5	29.0	['mfcc', 'melspectrogram', 'rmse']	0.6	1.0	16.0	0.5	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.47	CNN100	0.97	0.0	2.0	adam	10.0	experiment	8.0	0.8832656294107437	./log/batch_log/result_experiment.txt	train_dir	0.08584013767540455	fd90e1	user	0.0	0.8924799859523773	0.30989443549830026	0.08503478392958641	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		a486f1	13.0	0.7000000000000002	1109.0	['mfcc', 'melspectrogram', 'rmse']	0.17	1.0	64.0	2.0	16.0	2.0	8.0	8.0	1024.0	0.0001	1500.0	0.95	CNN100	0.97	0.0	1.0	adam	10.0	experiment	8.0	0.9912499934434892	./log/batch_log/result_experiment.txt	train_dir	0.05751214176416398	243246	user	0.0	0.9657572209835052	0.9267132267807964	0.06665762513875961	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		abbe34	13.0	0.5	135.0	['mfcc', 'melspectrogram', 'rmse']	0.11	1.0	64.0	2.0	8.0	0.5	8.0	8.0	1024.0	0.001	1500.0	0.48	CNN100	0.95	0.0	3.0	adam	10.0	experiment	8.0	0.9872812628746032	./log/batch_log/result_experiment.txt	train_dir	0.05826583225280047	46e88f	user	0.0	0.9771955013275146	0.9470727473944852	0.06275579147040844	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		916eb2	13.0	0.5	55.0	['mfcc', 'melspectrogram', 'rmse']	0.28	1.0	16.0	0.5	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.4	CNN100	0.95	0.0	3.0	adam	10.0	experiment	8.0	0.9670573025941848	./log/batch_log/result_experiment.txt	train_dir	0.061812805477529764	ec88fb	user	2.0	0.9555625021457672	0.8956739175428234	0.0671817883849144	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		916eb2	13.0	0.5	70.0	['mfcc', 'melspectrogram', 'rmse']	0.28	1.0	16.0	0.5	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.4	CNN100	0.95	1.0	3.0	adam	10.0	experiment	8.0	0.9423697888851166	./log/batch_log/result_experiment.txt	train_dir	0.06988477396468322		user	2.0	0.933819442987442	0.8108761821911846	0.07346845231950283	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		6c8bc0	13.0	0.5	0.0	['mfcc', 'melspectrogram', 'rmse']	0.6	1.0	16.0	0.5	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.47	CNN100	0.97	0.0	2.0	adam	10.0	experiment	8.0	0.7384270876646042	./log/batch_log/result_experiment.txt	train_dir		a3b853	user	1.0	0.8011177778244019	0.0	0.11067110672593117	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		a486f1	13.0	0.7000000000000002	865.0	['mfcc', 'melspectrogram', 'rmse']	0.17	1.0	64.0	2.0	16.0	2.0	8.0	8.0	1024.0	0.0001	1500.0	0.95	CNN100	0.97	0.0	1.0	adam	10.0	experiment	8.0	0.9926302134990692	./log/batch_log/result_experiment.txt	train_dir	0.057063952088356025	2fb4b6	user	1.0	0.9661658704280852	0.9220347413567168	0.06579402834177017	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		abbe34	13.0	0.5	204.0	['mfcc', 'melspectrogram', 'rmse']	0.11	1.0	64.0	2.0	8.0	0.5	8.0	8.0	1024.0	0.001	1500.0	0.48	CNN100	0.95	0.0	3.0	adam	10.0	experiment	8.0	0.9903385490179062	./log/batch_log/result_experiment.txt	train_dir	0.05768927186727524	4f63a8	user	1.0	0.9753365218639374	0.9419255432728302	0.06374047324061394	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		6ab0dd	13.0	0.7000000000000002	2.0	['mfcc', 'melspectrogram', 'rmse']	0.47	2.0	32.0	2.0	32.0	1.0	64.0	8.0	1024.0	0.0001	1500.0	0.44	CNN	0.97	0.0	0.0	rmsprop	10.0	experiment	8.0	0.422968752682209	./log/batch_log/result_experiment.txt	train_dir	0.7920347154140472	e0d43e	user	0.0	0.447979174554348	0.16456177430316235	0.7267348617315292	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		6c8bc0	13.0	0.5	8.0	['mfcc', 'melspectrogram', 'rmse']	0.6	1.0	16.0	0.5	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.47	CNN100	0.97	0.0	2.0	adam	10.0	experiment	8.0	0.8566770702600479	./log/batch_log/result_experiment.txt	train_dir	0.09105038084089756	4c23d2	user	2.0	0.8736177980899811	0.28189782288142945	0.08919472619891168	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		6c8bc0	13.0	0.5	29.0	['mfcc', 'melspectrogram', 'rmse']	0.6	1.0	16.0	0.5	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.47	CNN100	0.97	1.0	2.0	adam	10.0	experiment	8.0	0.8261232624451319	./log/batch_log/result_experiment.txt	train_dir			user	2.0	0.8557385206222534	0.19726408612657656	0.09496687228480977	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		a486f1	13.0	0.7000000000000002	1205.0	['mfcc', 'melspectrogram', 'rmse']	0.17	1.0	64.0	2.0	16.0	2.0	8.0	8.0	1024.0	0.0001	1500.0	0.95	CNN100	0.97	0.0	1.0	adam	10.0	experiment	8.0	0.9929583370685576	./log/batch_log/result_experiment.txt	train_dir	0.056948709301650524	3dbf5e	user	2.0	0.965789258480072	0.924511531592282	0.0662713497877121	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		a486f1	13.0	0.7000000000000002	1205.0	['mfcc', 'melspectrogram', 'rmse']	0.17	1.0	64.0	2.0	16.0	2.0	8.0	8.0	1024.0	0.0001	1500.0	0.95	CNN100	0.97	1.0	1.0	adam	10.0	experiment	8.0	0.992279514670372	./log/batch_log/result_experiment.txt	train_dir	0.05717493438472353		user	2.0	0.9659041166305542	0.924419833243265	0.06624100108941396	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		abbe34	13.0	0.5	158.0	['mfcc', 'melspectrogram', 'rmse']	0.11	1.0	64.0	2.0	8.0	0.5	8.0	8.0	1024.0	0.001	1500.0	0.48	CNN100	0.95	0.0	3.0	adam	10.0	experiment	8.0	0.9896822720766068	./log/batch_log/result_experiment.txt	train_dir	0.05772873014211655	5a71ff	user	2.0	0.972175508737564	0.9353581151431722	0.0641318317502737	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		abbe34	13.0	0.5	204.0	['mfcc', 'melspectrogram', 'rmse']	0.11	1.0	64.0	2.0	8.0	0.5	8.0	8.0	1024.0	0.001	1500.0	0.48	CNN100	0.95	1.0	3.0	adam	10.0	experiment	8.0	0.9891006946563721	./log/batch_log/result_experiment.txt	train_dir	0.05789461142073075		user	2.0	0.9749025106430054	0.9414521352701626	0.06354269882043202	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	64.0		078724	13.0	0.2	0.0	['mfcc', 'melspectrogram', 'rmse']	0.21	2.0	64.0	1.0	8.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.58	CNN	0.9	0.0	3.0	rmsprop	10.0	experiment	8.0	0.5744583308696747	./log/batch_log/result_experiment.txt	train_dir	0.6993643641471863	fb9e79	user	0.0	0.5953165292739868	0.08852140077821014	0.6963082551956177	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		6ab0dd	13.0	0.7000000000000002	1461.0	['mfcc', 'melspectrogram', 'rmse']	0.47	2.0	32.0	2.0	32.0	1.0	64.0	8.0	1024.0	0.0001	1500.0	0.44	CNN	0.97	0.0	0.0	rmsprop	10.0	experiment	8.0	0.8962760493159294	./log/batch_log/result_experiment.txt	train_dir	0.6256547272205353	effba4	user	1.0	0.8939791768789291	0.3129023229778897	0.6364880800247192	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		b12121	13.0	0.8	1499.0	['mfcc', 'melspectrogram', 'rmse']	0.17	2.0	32.0	2.0	64.0	0.5	16.0	8.0	1024.0	0.0001	1500.0	0.33	CNN	0.9	0.0	2.0	adam	10.0	experiment	8.0	0.948749989271164	./log/batch_log/result_experiment.txt	train_dir	0.5952840298414229	558d36	user	0.0	0.934062510728836	0.6054062899900797	0.615907222032547	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	64.0		cf0435	13.0	0.7000000000000002	619.0	['mfcc', 'melspectrogram', 'rmse']	0.5	0.5	64.0	0.5	32.0	0.5	8.0	8.0	1024.0	0.01	1500.0	0.19	CNN	0.95	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9535885453224182	./log/batch_log/result_experiment.txt	train_dir	0.5879405587911606	705599	user	0.0	0.9422876834869384	0.6261869155024647	0.6711125671863556	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		6ab0dd	13.0	0.7000000000000002	1490.0	['mfcc', 'melspectrogram', 'rmse']	0.47	2.0	32.0	2.0	32.0	1.0	64.0	8.0	1024.0	0.0001	1500.0	0.44	CNN	0.97	0.0	0.0	rmsprop	10.0	experiment	8.0	0.9790624901652336	./log/batch_log/result_experiment.txt	train_dir	0.5741365104913712	fd7454	user	2.0	0.9628437459468842	0.9082922982130116	0.6130286604166031	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		6ab0dd	13.0	0.7000000000000002	1490.0	['mfcc', 'melspectrogram', 'rmse']	0.47	2.0	32.0	2.0	32.0	1.0	64.0	8.0	1024.0	0.0001	1500.0	0.44	CNN	0.97	1.0	0.0	rmsprop	10.0	experiment	8.0	0.7661024307211239	./log/batch_log/result_experiment.txt	train_dir	0.6639419843753179		user	2.0	0.7682673657933871	0.4619187984980211	0.6587505340576172	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		b12121	13.0	0.8	1397.0	['mfcc', 'melspectrogram', 'rmse']	0.17	2.0	32.0	2.0	64.0	0.5	16.0	8.0	1024.0	0.0001	1500.0	0.33	CNN	0.9	0.0	2.0	adam	10.0	experiment	8.0	0.9806354194879532	./log/batch_log/result_experiment.txt	train_dir	0.5696931332349777	15bb11	user	1.0	0.968914270401001	0.9214269165037238	0.5909866094589233	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		b98aa5	13.0	0.7000000000000002	0.0	['mfcc', 'melspectrogram', 'rmse']	0.92	1.0	32.0	0.5	32.0	2.0	16.0	8.0	1024.0	0.01	1500.0	0.46	CNN	0.99	0.0	1.0	rmsprop	10.0	experiment	8.0	0.5275520905852318	./log/batch_log/result_experiment.txt	train_dir	0.7174939587712288	fab303	user	0.0	0.6788020879030228	0.2677602121925476	0.7146583795547485	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		b12121	13.0	0.8	1380.0	['mfcc', 'melspectrogram', 'rmse']	0.17	2.0	32.0	2.0	64.0	0.5	16.0	8.0	1024.0	0.0001	1500.0	0.33	CNN	0.9	0.0	2.0	adam	10.0	experiment	8.0	0.9500572979450226	./log/batch_log/result_experiment.txt	train_dir	0.5927436798810959	c2f12f	user	2.0	0.9389182627201079	0.6157544389586148	0.6112352311611176	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		b12121	13.0	0.8	1499.0	['mfcc', 'melspectrogram', 'rmse']	0.17	2.0	32.0	2.0	64.0	0.5	16.0	8.0	1024.0	0.0001	1500.0	0.33	CNN	0.9	1.0	2.0	adam	10.0	experiment	8.0	0.9598142355680466	./log/batch_log/result_experiment.txt	train_dir	0.5859069476524988		user	2.0	0.9472983479499816	0.7141958818174728	0.6060430208841959	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		b98aa5	13.0	0.7000000000000002	12.0	['mfcc', 'melspectrogram', 'rmse']	0.92	1.0	32.0	0.5	32.0	2.0	16.0	8.0	1024.0	0.01	1500.0	0.46	CNN	0.99	0.0	1.0	rmsprop	10.0	experiment	8.0	0.8040885478258133	./log/batch_log/result_experiment.txt	train_dir	0.6930989697575569	c11c78	user	1.0	0.7580937445163727	0.12780933446937426	0.6930258423089981	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		547ae4	13.0	0.8	693.0	['mfcc', 'melspectrogram', 'rmse']	0.56	0.5	8.0	1.0	64.0	1.0	16.0	8.0	1024.0	0.0001	1500.0	0.02	CNN100	0.95	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9573854207992554	./log/batch_log/result_experiment.txt	train_dir	0.06323575507849455	6862a6	user	0.0	0.9343549609184264	0.8554111214429709		1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		b98aa5	13.0	0.7000000000000002	19.0	['mfcc', 'melspectrogram', 'rmse']	0.92	1.0	32.0	0.5	32.0	2.0	16.0	8.0	1024.0	0.01	1500.0	0.46	CNN	0.99	0.0	1.0	rmsprop	10.0	experiment	8.0	0.7963020801544191	./log/batch_log/result_experiment.txt	train_dir	0.6936748176813126	81019c	user	2.0	0.7745937407016754	0.2663522859628264	0.8238022178411484	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		b98aa5	13.0	0.7000000000000002	19.0	['mfcc', 'melspectrogram', 'rmse']	0.92	1.0	32.0	0.5	32.0	2.0	16.0	8.0	1024.0	0.01	1500.0	0.46	CNN	0.99	1.0	1.0	rmsprop	10.0	experiment	8.0	0.7093142395218214	./log/batch_log/result_experiment.txt	train_dir	0.7014225820700327		user	2.0	0.7371631910403571	0.22064061087491607	0.7438288132349649	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		547ae4	13.0	0.8	836.0	['mfcc', 'melspectrogram', 'rmse']	0.56	0.5	8.0	1.0	64.0	1.0	16.0	8.0	1024.0	0.0001	1500.0	0.02	CNN100	0.95	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9500156044960022	./log/batch_log/result_experiment.txt	train_dir	0.06385678332298994	e36ad3	user	1.0	0.9253004789352416	0.8487797984497739	0.07259893417358397	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		547ae4	13.0	0.8	1121.0	['mfcc', 'melspectrogram', 'rmse']	0.56	0.5	8.0	1.0	64.0	1.0	16.0	8.0	1024.0	0.0001	1500.0	0.02	CNN100	0.95	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9644218683242798	./log/batch_log/result_experiment.txt	train_dir	0.06175629235804081	632d67	user	2.0	0.9305448830127716	0.8477191306831503	0.07565727084875107	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		547ae4	13.0	0.8	1121.0	['mfcc', 'melspectrogram', 'rmse']	0.56	0.5	8.0	1.0	64.0	1.0	16.0	8.0	1024.0	0.0001	1500.0	0.02	CNN100	0.95	1.0	1.0	rmsprop	10.0	experiment	8.0	0.9572742978731792	./log/batch_log/result_experiment.txt	train_dir	0.0629496102531751		user	2.0	0.9300667742888132	0.8506366835252983		1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		5bb030	13.0	0.5	51.0	['mfcc', 'melspectrogram', 'rmse']	0.25	2.0	32.0	0.5	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.22	CNN100	0.99	0.0	2.0	rmsprop	10.0	experiment	8.0	0.978515625	./log/batch_log/result_experiment.txt	train_dir	0.060233143158257015	416e2c	user	0.0	0.9633541703224182	0.9115825698158392	0.06617712415754795	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		4f41b6	13.0	0.30000000000000004	1326.0	['mfcc', 'melspectrogram', 'rmse']	0.96	0.5	16.0	1.0	64.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.98	CNN100	0.99	0.0	3.0	adam	10.0	experiment	8.0	0.9730468839406968	./log/batch_log/result_experiment.txt	train_dir	0.06067957542836666	e84558	user	0.0	0.9506370127201079	0.8828155732804689	0.06883827596902847	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		5bb030	13.0	0.5	58.0	['mfcc', 'melspectrogram', 'rmse']	0.25	2.0	32.0	0.5	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.22	CNN100	0.99	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9812500029802322	./log/batch_log/result_experiment.txt	train_dir	0.059483472723513835	266934	user	1.0	0.960447922348976	0.9084162166378924	0.06616941001266241	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		4f41b6	13.0	0.30000000000000004	1430.0	['mfcc', 'melspectrogram', 'rmse']	0.96	0.5	16.0	1.0	64.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.98	CNN100	0.99	0.0	3.0	adam	10.0	experiment	8.0	0.9636927098035812	./log/batch_log/result_experiment.txt	train_dir	0.06260083056986332	6d7989	user	1.0	0.9532572031021118	0.8889688795700579	0.06765440851449966	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		5bb030	13.0	0.5	70.0	['mfcc', 'melspectrogram', 'rmse']	0.25	2.0	32.0	0.5	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.22	CNN100	0.99	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9491926953196526	./log/batch_log/result_experiment.txt	train_dir	0.06889781914651394	0b3714	user	2.0	0.9391041696071624	0.6210736192813626	0.0737271886318922	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		5bb030	13.0	0.5	70.0	['mfcc', 'melspectrogram', 'rmse']	0.25	2.0	32.0	0.5	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.22	CNN100	0.99	1.0	2.0	rmsprop	10.0	experiment	8.0	0.9696527744332948	./log/batch_log/result_experiment.txt	train_dir	0.06287147834276159		user	2.0	0.9543020874261856	0.8136908019116981	0.06869124093403417	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		4f41b6	13.0	0.30000000000000004	1434.0	['mfcc', 'melspectrogram', 'rmse']	0.96	0.5	16.0	1.0	64.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.98	CNN100	0.99	0.0	3.0	adam	10.0	experiment	8.0	0.961026057600975	./log/batch_log/result_experiment.txt	train_dir	0.06337965186685324	f6967b	user	2.0	0.9535416662693024	0.8905460525228036	0.06735185906291008	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		4f41b6	13.0	0.30000000000000004	1434.0	['mfcc', 'melspectrogram', 'rmse']	0.96	0.5	16.0	1.0	64.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.98	CNN100	0.99	1.0	3.0	adam	10.0	experiment	8.0	0.9659218837817508	./log/batch_log/result_experiment.txt	train_dir	0.06222001928836107		user	2.0	0.9524786273638408	0.8874435017911101	0.06794818118214607	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		e7ecc2	13.0	0.30000000000000004	0.0	['mfcc', 'melspectrogram', 'rmse']	0.51	2.0	16.0	1.0	32.0	2.0	64.0	8.0	1024.0	0.01	1500.0	0.96	CNN100	0.95	0.0	0.0	adam	10.0	experiment	8.0	0.7273958399891853	./log/batch_log/result_experiment.txt	train_dir	0.11668085306882856	f2dc20	user	0.0	0.8022812306880951	0.0	0.11042917519807817	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		17bab7	13.0	0.8	971.0	['mfcc', 'melspectrogram', 'rmse']	0.45	0.5	16.0	2.0	32.0	1.0	8.0	8.0	1024.0	0.0001	1500.0	0.06	CNN	0.97	0.0	2.0	adam	10.0	experiment	8.0	0.8890468776226044	./log/batch_log/result_experiment.txt	train_dir	0.6494047194719315	7ebca9	user	0.0	0.8821113705635071	0.5420893559110631	0.6642724871635437	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		e7ecc2	13.0	0.30000000000000004	0.0	['mfcc', 'melspectrogram', 'rmse']	0.51	2.0	16.0	1.0	32.0	2.0	64.0	8.0	1024.0	0.01	1500.0	0.96	CNN100	0.95	0.0	0.0	adam	10.0	experiment	8.0	0.7635156214237213	./log/batch_log/result_experiment.txt	train_dir	0.10892012808471918	aab675	user	1.0	0.8022812306880951	0.0	0.11042917519807817	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		17bab7	13.0	0.8	1491.0	['mfcc', 'melspectrogram', 'rmse']	0.45	0.5	16.0	2.0	32.0	1.0	8.0	8.0	1024.0	0.0001	1500.0	0.06	CNN	0.97	0.0	2.0	adam	10.0	experiment	8.0	0.8879427015781403	./log/batch_log/result_experiment.txt	train_dir	0.6060774922370911	ffc86f	user	1.0	0.9029767513275146	0.5800423806323777	0.6478383541107178	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		e7ecc2	13.0	0.30000000000000004	0.0	['mfcc', 'melspectrogram', 'rmse']	0.51	2.0	16.0	1.0	32.0	2.0	64.0	8.0	1024.0	0.01	1500.0	0.96	CNN100	0.95	0.0	0.0	adam	10.0	experiment	8.0	0.7369010299444199	./log/batch_log/result_experiment.txt	train_dir	0.11136945616453886	64d8ec	user	2.0	0.8022812306880951	0.0	0.11042917519807817	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		e7ecc2	13.0	0.30000000000000004	0.0	['mfcc', 'melspectrogram', 'rmse']	0.51	2.0	16.0	1.0	32.0	2.0	64.0	8.0	1024.0	0.01	1500.0	0.96	CNN100	0.95	1.0	0.0	adam	10.0	experiment	8.0	0.7426041637857755	./log/batch_log/result_experiment.txt	train_dir	0.11232347910602887		user	2.0	0.8022812306880951	0.0	0.11042917519807817	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		17bab7	13.0	0.8	1306.0	['mfcc', 'melspectrogram', 'rmse']	0.45	0.5	16.0	2.0	32.0	1.0	8.0	8.0	1024.0	0.0001	1500.0	0.06	CNN	0.97	0.0	2.0	adam	10.0	experiment	8.0	0.92947918176651	./log/batch_log/result_experiment.txt	train_dir	0.6210728585720062	7f8b99	user	2.0	0.9060336649417876	0.7796116831019934	0.6368370056152344	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		17bab7	13.0	0.8	1491.0	['mfcc', 'melspectrogram', 'rmse']	0.45	0.5	16.0	2.0	32.0	1.0	8.0	8.0	1024.0	0.0001	1500.0	0.06	CNN	0.97	1.0	2.0	adam	10.0	experiment	8.0	0.9021562536557516	./log/batch_log/result_experiment.txt	train_dir	0.6255183567603431		user	2.0	0.8970405956109365	0.6339144732151447	0.6496492822964987	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		819486	13.0	0.4	0.0	['mfcc', 'melspectrogram', 'rmse']	0.33	2.0	64.0	0.5	64.0	1.0	64.0	8.0	1024.0	0.001	1500.0	0.78	CNN	0.97	0.0	2.0	adam	10.0	experiment	8.0	0.7774218842387199	./log/batch_log/result_experiment.txt	train_dir	0.693352498114109	1f2bb0	user	0.0	0.8022812306880951	0.0	0.6931471675634384	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		cd8e53	13.0	0.2	1492.0	['mfcc', 'melspectrogram', 'rmse']	0.7	1.0	8.0	0.5	16.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.78	CNN100	0.97	0.0	0.0	adam	10.0	experiment	8.0	0.9227916598320008	./log/batch_log/result_experiment.txt	train_dir	0.07373051904141903	075b12	user	0.0	0.926850974559784	0.5919119568391767	0.07374634966254234	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		819486	13.0	0.4	93.0	['mfcc', 'melspectrogram', 'rmse']	0.33	2.0	64.0	0.5	64.0	1.0	64.0	8.0	1024.0	0.001	1500.0	0.78	CNN	0.97	0.0	2.0	adam	10.0	experiment	8.0	0.8996874988079071	./log/batch_log/result_experiment.txt	train_dir	0.629666693508625	faeb94	user	1.0	0.8940208405256271	0.3129742735517305	0.6353217959403992	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
